name,region,date,value
Количество заявок на потребительские кредиты,Россия,2013-01-15,571147
Количество заявок на потребительские кредиты,Россия,2013-02-15,504508
Количество заявок на потребительские кредиты,Россия,2013-03-15,628803
Количество заявок на потребительские кредиты,Россия,2013-04-15,836054
Количество заявок на потребительские кредиты,Россия,2013-05-15,867235
Количество заявок на потребительские кредиты,Россия,2013-06-15,768036
Количество заявок на потребительские кредиты,Россия,2013-07-15,912096
Количество заявок на потребительские кредиты,Россия,2013-08-15,911461
Количество заявок на потребительские кредиты,Россия,2013-09-15,856974
Количество заявок на потребительские кредиты,Россия,2013-10-15,977855
Количество заявок на потребительские кредиты,Россия,2013-11-15,1000675
Количество заявок на потребительские кредиты,Россия,2013-12-15,1103781
Количество заявок на потребительские кредиты,Россия,2014-01-15,526412
Количество заявок на потребительские кредиты,Россия,2014-02-15,815619
Количество заявок на потребительские кредиты,Россия,2014-03-15,846748
Количество заявок на потребительские кредиты,Россия,2014-04-15,1021656
Количество заявок на потребительские кредиты,Россия,2014-05-15,956861
Количество заявок на потребительские кредиты,Россия,2014-06-15,943657
Количество заявок на потребительские кредиты,Россия,2014-07-15,1072903
Количество заявок на потребительские кредиты,Россия,2014-08-15,1034128
Количество заявок на потребительские кредиты,Россия,2014-09-15,911897
Количество заявок на потребительские кредиты,Россия,2014-10-15,929318
Количество заявок на потребительские кредиты,Россия,2014-11-15,806197
Количество заявок на потребительские кредиты,Россия,2014-12-15,896531
Количество заявок на потребительские кредиты,Россия,2015-01-15,264938
Количество заявок на потребительские кредиты,Россия,2015-02-15,342134
Количество заявок на потребительские кредиты,Россия,2015-03-15,407710
Количество заявок на потребительские кредиты,Россия,2015-04-15,546438
Количество заявок на потребительские кредиты,Россия,2015-05-15,504287
Количество заявок на потребительские кредиты,Россия,2015-06-15,969982
Количество заявок на потребительские кредиты,Россия,2015-07-15,1019089
Количество заявок на потребительские кредиты,Россия,2015-08-15,891671
Количество заявок на потребительские кредиты,Россия,2015-09-15,816217
Количество заявок на потребительские кредиты,Россия,2015-10-15,789457
Количество заявок на потребительские кредиты,Россия,2015-11-15,707114
Количество заявок на потребительские кредиты,Россия,2015-12-15,980369
Количество заявок на потребительские кредиты,Россия,2016-01-15,579791
Количество заявок на потребительские кредиты,Россия,2016-02-15,644253
Количество заявок на потребительские кредиты,Россия,2016-03-15,754960
Количество заявок на потребительские кредиты,Россия,2016-04-15,846514
Количество заявок на потребительские кредиты,Россия,2016-05-15,852801
Количество заявок на потребительские кредиты,Россия,2016-06-15,928216
Количество заявок на потребительские кредиты,Россия,2016-07-15,922437
Количество заявок на потребительские кредиты,Россия,2016-08-15,1012085
Количество заявок на потребительские кредиты,Россия,2016-09-15,894918
Количество заявок на потребительские кредиты,Россия,2016-10-15,855451
Количество заявок на потребительские кредиты,Россия,2016-11-15,874404
Количество заявок на потребительские кредиты,Россия,2016-12-15,1019534
Количество заявок на потребительские кредиты,Россия,2017-01-15,696232
Количество заявок на потребительские кредиты,Россия,2017-02-15,723916
Количество заявок на потребительские кредиты,Россия,2017-03-15,955686
Количество заявок на потребительские кредиты,Россия,2017-04-15,849827
Количество заявок на потребительские кредиты,Россия,2017-05-15,902027
Количество заявок на потребительские кредиты,Россия,2017-06-15,1040206
Количество заявок на потребительские кредиты,Россия,2017-07-15,958766
Количество заявок на потребительские кредиты,Россия,2017-08-15,1065718
Количество заявок на потребительские кредиты,Россия,2017-09-15,913338
Количество заявок на потребительские кредиты,Россия,2017-10-15,965363
Количество заявок на потребительские кредиты,Россия,2017-11-15,990385
Количество заявок на потребительские кредиты,Россия,2017-12-15,1143893
Количество заявок на потребительские кредиты,Россия,2018-01-15,902906
Количество заявок на потребительские кредиты,Россия,2018-02-15,975725
Количество заявок на потребительские кредиты,Россия,2018-03-15,1162865
Количество заявок на потребительские кредиты,Россия,2018-04-15,1249665
Количество заявок на потребительские кредиты,Россия,2018-05-15,1220273
Количество заявок на потребительские кредиты,Россия,2018-06-15,1308350
Количество заявок на потребительские кредиты,Россия,2018-07-15,1387368
Количество заявок на потребительские кредиты,Россия,2018-08-15,1478335
Количество заявок на потребительские кредиты,Россия,2018-09-15,1400647
Количество заявок на потребительские кредиты,Россия,2018-10-15,1468406
Количество заявок на потребительские кредиты,Россия,2018-11-15,973613
Количество заявок на потребительские кредиты,Алтайский край,2013-01-15,13423
Количество заявок на потребительские кредиты,Алтайский край,2013-02-15,12440
Количество заявок на потребительские кредиты,Алтайский край,2013-03-15,15906
Количество заявок на потребительские кредиты,Алтайский край,2013-04-15,22172
Количество заявок на потребительские кредиты,Алтайский край,2013-05-15,22642
Количество заявок на потребительские кредиты,Алтайский край,2013-06-15,19942
Количество заявок на потребительские кредиты,Алтайский край,2013-07-15,22860
Количество заявок на потребительские кредиты,Алтайский край,2013-08-15,21789
Количество заявок на потребительские кредиты,Алтайский край,2013-09-15,18717
Количество заявок на потребительские кредиты,Алтайский край,2013-10-15,21348
Количество заявок на потребительские кредиты,Алтайский край,2013-11-15,22079
Количество заявок на потребительские кредиты,Алтайский край,2013-12-15,23181
Количество заявок на потребительские кредиты,Алтайский край,2014-01-15,11372
Количество заявок на потребительские кредиты,Алтайский край,2014-02-15,17683
Количество заявок на потребительские кредиты,Алтайский край,2014-03-15,18359
Количество заявок на потребительские кредиты,Алтайский край,2014-04-15,24797
Количество заявок на потребительские кредиты,Алтайский край,2014-05-15,22465
Количество заявок на потребительские кредиты,Алтайский край,2014-06-15,20261
Количество заявок на потребительские кредиты,Алтайский край,2014-07-15,23822
Количество заявок на потребительские кредиты,Алтайский край,2014-08-15,23278
Количество заявок на потребительские кредиты,Алтайский край,2014-09-15,20369
Количество заявок на потребительские кредиты,Алтайский край,2014-10-15,19823
Количество заявок на потребительские кредиты,Алтайский край,2014-11-15,16407
Количество заявок на потребительские кредиты,Алтайский край,2014-12-15,18096
Количество заявок на потребительские кредиты,Алтайский край,2015-01-15,5614
Количество заявок на потребительские кредиты,Алтайский край,2015-02-15,7245
Количество заявок на потребительские кредиты,Алтайский край,2015-03-15,8061
Количество заявок на потребительские кредиты,Алтайский край,2015-04-15,11094
Количество заявок на потребительские кредиты,Алтайский край,2015-05-15,10396
Количество заявок на потребительские кредиты,Алтайский край,2015-06-15,20993
Количество заявок на потребительские кредиты,Алтайский край,2015-07-15,21175
Количество заявок на потребительские кредиты,Алтайский край,2015-08-15,19220
Количество заявок на потребительские кредиты,Алтайский край,2015-09-15,16422
Количество заявок на потребительские кредиты,Алтайский край,2015-10-15,15598
Количество заявок на потребительские кредиты,Алтайский край,2015-11-15,13631
Количество заявок на потребительские кредиты,Алтайский край,2015-12-15,17832
Количество заявок на потребительские кредиты,Алтайский край,2016-01-15,11493
Количество заявок на потребительские кредиты,Алтайский край,2016-02-15,12455
Количество заявок на потребительские кредиты,Алтайский край,2016-03-15,14759
Количество заявок на потребительские кредиты,Алтайский край,2016-04-15,16411
Количество заявок на потребительские кредиты,Алтайский край,2016-05-15,16627
Количество заявок на потребительские кредиты,Алтайский край,2016-06-15,17873
Количество заявок на потребительские кредиты,Алтайский край,2016-07-15,18157
Количество заявок на потребительские кредиты,Алтайский край,2016-08-15,19556
Количество заявок на потребительские кредиты,Алтайский край,2016-09-15,16387
Количество заявок на потребительские кредиты,Алтайский край,2016-10-15,16136
Количество заявок на потребительские кредиты,Алтайский край,2016-11-15,16001
Количество заявок на потребительские кредиты,Алтайский край,2016-12-15,19429
Количество заявок на потребительские кредиты,Алтайский край,2017-01-15,13170
Количество заявок на потребительские кредиты,Алтайский край,2017-02-15,13393
Количество заявок на потребительские кредиты,Алтайский край,2017-03-15,19259
Количество заявок на потребительские кредиты,Алтайский край,2017-04-15,17432
Количество заявок на потребительские кредиты,Алтайский край,2017-05-15,17542
Количество заявок на потребительские кредиты,Алтайский край,2017-06-15,19670
Количество заявок на потребительские кредиты,Алтайский край,2017-07-15,19301
Количество заявок на потребительские кредиты,Алтайский край,2017-08-15,21257
Количество заявок на потребительские кредиты,Алтайский край,2017-09-15,17398
Количество заявок на потребительские кредиты,Алтайский край,2017-10-15,18985
Количество заявок на потребительские кредиты,Алтайский край,2017-11-15,18952
Количество заявок на потребительские кредиты,Алтайский край,2017-12-15,21831
Количество заявок на потребительские кредиты,Алтайский край,2018-01-15,15552
Количество заявок на потребительские кредиты,Алтайский край,2018-02-15,18965
Количество заявок на потребительские кредиты,Алтайский край,2018-03-15,21374
Количество заявок на потребительские кредиты,Алтайский край,2018-04-15,24063
Количество заявок на потребительские кредиты,Алтайский край,2018-05-15,22975
Количество заявок на потребительские кредиты,Алтайский край,2018-06-15,24385
Количество заявок на потребительские кредиты,Алтайский край,2018-07-15,26418
Количество заявок на потребительские кредиты,Алтайский край,2018-08-15,27797
Количество заявок на потребительские кредиты,Алтайский край,2018-09-15,21314
Количество заявок на потребительские кредиты,Алтайский край,2018-10-15,14412
Количество заявок на потребительские кредиты,Алтайский край,2018-11-15,8083
Количество заявок на потребительские кредиты,Амурская область,2013-01-15,3668
Количество заявок на потребительские кредиты,Амурская область,2013-02-15,3501
Количество заявок на потребительские кредиты,Амурская область,2013-03-15,4678
Количество заявок на потребительские кредиты,Амурская область,2013-04-15,5968
Количество заявок на потребительские кредиты,Амурская область,2013-05-15,6020
Количество заявок на потребительские кредиты,Амурская область,2013-06-15,5799
Количество заявок на потребительские кредиты,Амурская область,2013-07-15,6612
Количество заявок на потребительские кредиты,Амурская область,2013-08-15,6013
Количество заявок на потребительские кредиты,Амурская область,2013-09-15,5992
Количество заявок на потребительские кредиты,Амурская область,2013-10-15,6306
Количество заявок на потребительские кредиты,Амурская область,2013-11-15,5982
Количество заявок на потребительские кредиты,Амурская область,2013-12-15,6942
Количество заявок на потребительские кредиты,Амурская область,2014-01-15,3530
Количество заявок на потребительские кредиты,Амурская область,2014-02-15,4838
Количество заявок на потребительские кредиты,Амурская область,2014-03-15,5662
Количество заявок на потребительские кредиты,Амурская область,2014-04-15,6270
Количество заявок на потребительские кредиты,Амурская область,2014-05-15,6023
Количество заявок на потребительские кредиты,Амурская область,2014-06-15,6379
Количество заявок на потребительские кредиты,Амурская область,2014-07-15,7479
Количество заявок на потребительские кредиты,Амурская область,2014-08-15,7157
Количество заявок на потребительские кредиты,Амурская область,2014-09-15,6392
Количество заявок на потребительские кредиты,Амурская область,2014-10-15,6267
Количество заявок на потребительские кредиты,Амурская область,2014-11-15,5141
Количество заявок на потребительские кредиты,Амурская область,2014-12-15,6375
Количество заявок на потребительские кредиты,Амурская область,2015-01-15,1991
Количество заявок на потребительские кредиты,Амурская область,2015-02-15,2096
Количество заявок на потребительские кредиты,Амурская область,2015-03-15,2581
Количество заявок на потребительские кредиты,Амурская область,2015-04-15,3625
Количество заявок на потребительские кредиты,Амурская область,2015-05-15,3470
Количество заявок на потребительские кредиты,Амурская область,2015-06-15,6418
Количество заявок на потребительские кредиты,Амурская область,2015-07-15,6997
Количество заявок на потребительские кредиты,Амурская область,2015-08-15,6202
Количество заявок на потребительские кредиты,Амурская область,2015-09-15,5499
Количество заявок на потребительские кредиты,Амурская область,2015-10-15,5721
Количество заявок на потребительские кредиты,Амурская область,2015-11-15,4961
Количество заявок на потребительские кредиты,Амурская область,2015-12-15,7219
Количество заявок на потребительские кредиты,Амурская область,2016-01-15,4713
Количество заявок на потребительские кредиты,Амурская область,2016-02-15,4995
Количество заявок на потребительские кредиты,Амурская область,2016-03-15,5403
Количество заявок на потребительские кредиты,Амурская область,2016-04-15,5984
Количество заявок на потребительские кредиты,Амурская область,2016-05-15,6280
Количество заявок на потребительские кредиты,Амурская область,2016-06-15,6706
Количество заявок на потребительские кредиты,Амурская область,2016-07-15,6846
Количество заявок на потребительские кредиты,Амурская область,2016-08-15,7521
Количество заявок на потребительские кредиты,Амурская область,2016-09-15,6358
Количество заявок на потребительские кредиты,Амурская область,2016-10-15,6209
Количество заявок на потребительские кредиты,Амурская область,2016-11-15,6061
Количество заявок на потребительские кредиты,Амурская область,2016-12-15,6923
Количество заявок на потребительские кредиты,Амурская область,2017-01-15,4741
Количество заявок на потребительские кредиты,Амурская область,2017-02-15,5134
Количество заявок на потребительские кредиты,Амурская область,2017-03-15,6968
Количество заявок на потребительские кредиты,Амурская область,2017-04-15,5815
Количество заявок на потребительские кредиты,Амурская область,2017-05-15,6266
Количество заявок на потребительские кредиты,Амурская область,2017-06-15,7664
Количество заявок на потребительские кредиты,Амурская область,2017-07-15,7139
Количество заявок на потребительские кредиты,Амурская область,2017-08-15,7793
Количество заявок на потребительские кредиты,Амурская область,2017-09-15,6585
Количество заявок на потребительские кредиты,Амурская область,2017-10-15,6626
Количество заявок на потребительские кредиты,Амурская область,2017-11-15,6784
Количество заявок на потребительские кредиты,Амурская область,2017-12-15,7929
Количество заявок на потребительские кредиты,Амурская область,2018-01-15,5776
Количество заявок на потребительские кредиты,Амурская область,2018-02-15,6289
Количество заявок на потребительские кредиты,Амурская область,2018-03-15,7684
Количество заявок на потребительские кредиты,Амурская область,2018-04-15,8461
Количество заявок на потребительские кредиты,Амурская область,2018-05-15,8006
Количество заявок на потребительские кредиты,Амурская область,2018-06-15,8478
Количество заявок на потребительские кредиты,Амурская область,2018-07-15,9378
Количество заявок на потребительские кредиты,Амурская область,2018-08-15,9842
Количество заявок на потребительские кредиты,Амурская область,2018-09-15,8765
Количество заявок на потребительские кредиты,Амурская область,2018-10-15,5669
Количество заявок на потребительские кредиты,Амурская область,2018-11-15,3140
Количество заявок на потребительские кредиты,Архангельская область,2013-01-15,7517
Количество заявок на потребительские кредиты,Архангельская область,2013-02-15,5282
Количество заявок на потребительские кредиты,Архангельская область,2013-03-15,6727
Количество заявок на потребительские кредиты,Архангельская область,2013-04-15,9128
Количество заявок на потребительские кредиты,Архангельская область,2013-05-15,9471
Количество заявок на потребительские кредиты,Архангельская область,2013-06-15,7769
Количество заявок на потребительские кредиты,Архангельская область,2013-07-15,9149
Количество заявок на потребительские кредиты,Архангельская область,2013-08-15,8992
Количество заявок на потребительские кредиты,Архангельская область,2013-09-15,9392
Количество заявок на потребительские кредиты,Архангельская область,2013-10-15,11847
Количество заявок на потребительские кредиты,Архангельская область,2013-11-15,12033
Количество заявок на потребительские кредиты,Архангельская область,2013-12-15,13752
Количество заявок на потребительские кредиты,Архангельская область,2014-01-15,6348
Количество заявок на потребительские кредиты,Архангельская область,2014-02-15,9573
Количество заявок на потребительские кредиты,Архангельская область,2014-03-15,9506
Количество заявок на потребительские кредиты,Архангельская область,2014-04-15,12224
Количество заявок на потребительские кредиты,Архангельская область,2014-05-15,10911
Количество заявок на потребительские кредиты,Архангельская область,2014-06-15,10987
Количество заявок на потребительские кредиты,Архангельская область,2014-07-15,11949
Количество заявок на потребительские кредиты,Архангельская область,2014-08-15,11349
Количество заявок на потребительские кредиты,Архангельская область,2014-09-15,10101
Количество заявок на потребительские кредиты,Архангельская область,2014-10-15,10732
Количество заявок на потребительские кредиты,Архангельская область,2014-11-15,9715
Количество заявок на потребительские кредиты,Архангельская область,2014-12-15,11310
Количество заявок на потребительские кредиты,Архангельская область,2015-01-15,3390
Количество заявок на потребительские кредиты,Архангельская область,2015-02-15,4243
Количество заявок на потребительские кредиты,Архангельская область,2015-03-15,5141
Количество заявок на потребительские кредиты,Архангельская область,2015-04-15,7131
Количество заявок на потребительские кредиты,Архангельская область,2015-05-15,6415
Количество заявок на потребительские кредиты,Архангельская область,2015-06-15,11022
Количество заявок на потребительские кредиты,Архангельская область,2015-07-15,10928
Количество заявок на потребительские кредиты,Архангельская область,2015-08-15,10099
Количество заявок на потребительские кредиты,Архангельская область,2015-09-15,9483
Количество заявок на потребительские кредиты,Архангельская область,2015-10-15,9133
Количество заявок на потребительские кредиты,Архангельская область,2015-11-15,8583
Количество заявок на потребительские кредиты,Архангельская область,2015-12-15,11746
Количество заявок на потребительские кредиты,Архангельская область,2016-01-15,6494
Количество заявок на потребительские кредиты,Архангельская область,2016-02-15,7440
Количество заявок на потребительские кредиты,Архангельская область,2016-03-15,8632
Количество заявок на потребительские кредиты,Архангельская область,2016-04-15,9123
Количество заявок на потребительские кредиты,Архангельская область,2016-05-15,9594
Количество заявок на потребительские кредиты,Архангельская область,2016-06-15,10137
Количество заявок на потребительские кредиты,Архангельская область,2016-07-15,9190
Количество заявок на потребительские кредиты,Архангельская область,2016-08-15,10515
Количество заявок на потребительские кредиты,Архангельская область,2016-09-15,9433
Количество заявок на потребительские кредиты,Архангельская область,2016-10-15,9417
Количество заявок на потребительские кредиты,Архангельская область,2016-11-15,9745
Количество заявок на потребительские кредиты,Архангельская область,2016-12-15,11643
Количество заявок на потребительские кредиты,Архангельская область,2017-01-15,7534
Количество заявок на потребительские кредиты,Архангельская область,2017-02-15,7980
Количество заявок на потребительские кредиты,Архангельская область,2017-03-15,10059
Количество заявок на потребительские кредиты,Архангельская область,2017-04-15,9390
Количество заявок на потребительские кредиты,Архангельская область,2017-05-15,9982
Количество заявок на потребительские кредиты,Архангельская область,2017-06-15,11074
Количество заявок на потребительские кредиты,Архангельская область,2017-07-15,10039
Количество заявок на потребительские кредиты,Архангельская область,2017-08-15,10992
Количество заявок на потребительские кредиты,Архангельская область,2017-09-15,8987
Количество заявок на потребительские кредиты,Архангельская область,2017-10-15,9965
Количество заявок на потребительские кредиты,Архангельская область,2017-11-15,10249
Количество заявок на потребительские кредиты,Архангельская область,2017-12-15,12862
Количество заявок на потребительские кредиты,Архангельская область,2018-01-15,9683
Количество заявок на потребительские кредиты,Архангельская область,2018-02-15,10099
Количество заявок на потребительские кредиты,Архангельская область,2018-03-15,11798
Количество заявок на потребительские кредиты,Архангельская область,2018-04-15,13125
Количество заявок на потребительские кредиты,Архангельская область,2018-05-15,12088
Количество заявок на потребительские кредиты,Архангельская область,2018-06-15,14080
Количество заявок на потребительские кредиты,Архангельская область,2018-07-15,13435
Количество заявок на потребительские кредиты,Архангельская область,2018-08-15,14499
Количество заявок на потребительские кредиты,Архангельская область,2018-09-15,12861
Количество заявок на потребительские кредиты,Архангельская область,2018-10-15,7290
Количество заявок на потребительские кредиты,Архангельская область,2018-11-15,4025
Количество заявок на потребительские кредиты,Астраханская область,2013-01-15,4681
Количество заявок на потребительские кредиты,Астраханская область,2013-02-15,4420
Количество заявок на потребительские кредиты,Астраханская область,2013-03-15,5682
Количество заявок на потребительские кредиты,Астраханская область,2013-04-15,6524
Количество заявок на потребительские кредиты,Астраханская область,2013-05-15,7032
Количество заявок на потребительские кредиты,Астраханская область,2013-06-15,6535
Количество заявок на потребительские кредиты,Астраханская область,2013-07-15,8028
Количество заявок на потребительские кредиты,Астраханская область,2013-08-15,8127
Количество заявок на потребительские кредиты,Астраханская область,2013-09-15,7362
Количество заявок на потребительские кредиты,Астраханская область,2013-10-15,8823
Количество заявок на потребительские кредиты,Астраханская область,2013-11-15,9187
Количество заявок на потребительские кредиты,Астраханская область,2013-12-15,10298
Количество заявок на потребительские кредиты,Астраханская область,2014-01-15,4800
Количество заявок на потребительские кредиты,Астраханская область,2014-02-15,7510
Количество заявок на потребительские кредиты,Астраханская область,2014-03-15,7541
Количество заявок на потребительские кредиты,Астраханская область,2014-04-15,9190
Количество заявок на потребительские кредиты,Астраханская область,2014-05-15,8361
Количество заявок на потребительские кредиты,Астраханская область,2014-06-15,8864
Количество заявок на потребительские кредиты,Астраханская область,2014-07-15,10465
Количество заявок на потребительские кредиты,Астраханская область,2014-08-15,9844
Количество заявок на потребительские кредиты,Астраханская область,2014-09-15,8431
Количество заявок на потребительские кредиты,Астраханская область,2014-10-15,8520
Количество заявок на потребительские кредиты,Астраханская область,2014-11-15,7610
Количество заявок на потребительские кредиты,Астраханская область,2014-12-15,8915
Количество заявок на потребительские кредиты,Астраханская область,2015-01-15,2781
Количество заявок на потребительские кредиты,Астраханская область,2015-02-15,3213
Количество заявок на потребительские кредиты,Астраханская область,2015-03-15,3840
Количество заявок на потребительские кредиты,Астраханская область,2015-04-15,4902
Количество заявок на потребительские кредиты,Астраханская область,2015-05-15,4375
Количество заявок на потребительские кредиты,Астраханская область,2015-06-15,8679
Количество заявок на потребительские кредиты,Астраханская область,2015-07-15,9103
Количество заявок на потребительские кредиты,Астраханская область,2015-08-15,8590
Количество заявок на потребительские кредиты,Астраханская область,2015-09-15,7594
Количество заявок на потребительские кредиты,Астраханская область,2015-10-15,7259
Количество заявок на потребительские кредиты,Астраханская область,2015-11-15,6534
Количество заявок на потребительские кредиты,Астраханская область,2015-12-15,9310
Количество заявок на потребительские кредиты,Астраханская область,2016-01-15,5659
Количество заявок на потребительские кредиты,Астраханская область,2016-02-15,6134
Количество заявок на потребительские кредиты,Астраханская область,2016-03-15,6780
Количество заявок на потребительские кредиты,Астраханская область,2016-04-15,7637
Количество заявок на потребительские кредиты,Астраханская область,2016-05-15,7396
Количество заявок на потребительские кредиты,Астраханская область,2016-06-15,8574
Количество заявок на потребительские кредиты,Астраханская область,2016-07-15,9088
Количество заявок на потребительские кредиты,Астраханская область,2016-08-15,10644
Количество заявок на потребительские кредиты,Астраханская область,2016-09-15,8827
Количество заявок на потребительские кредиты,Астраханская область,2016-10-15,8274
Количество заявок на потребительские кредиты,Астраханская область,2016-11-15,9053
Количество заявок на потребительские кредиты,Астраханская область,2016-12-15,10881
Количество заявок на потребительские кредиты,Астраханская область,2017-01-15,6699
Количество заявок на потребительские кредиты,Астраханская область,2017-02-15,6458
Количество заявок на потребительские кредиты,Астраханская область,2017-03-15,8035
Количество заявок на потребительские кредиты,Астраханская область,2017-04-15,6516
Количество заявок на потребительские кредиты,Астраханская область,2017-05-15,6886
Количество заявок на потребительские кредиты,Астраханская область,2017-06-15,9025
Количество заявок на потребительские кредиты,Астраханская область,2017-07-15,8002
Количество заявок на потребительские кредиты,Астраханская область,2017-08-15,9236
